发布日期,罚单链接
2021-12-31,http://fuzhou.pbc.gov.cn/fuzhou/126805/126823/126830/4439124/index.html
2021-12-01,http://fuzhou.pbc.gov.cn/fuzhou/126805/126823/126830/4404553/index.html
